Question_id,Questions,Answers,Grade,Encoded Grade
1368,What is the difference between HTTP/1.1 and HTTP/2?,HTTP/2 is faster and supports multiplexed streams.,Good,3.0
1369,What is the difference between HTTP/1.1 and HTTP/2?,HTTP/2 enhances performance through multiplexing and reduced overhead.,Average,2.0
1370,What is the difference between HTTP/1.1 and HTTP/2?,HTTP/2 is more efficient with fewer delays.,Poor,1.0
1371,What is the difference between HTTP/1.1 and HTTP/2?,HTTP/2 uses multiplexing and compressed headers.,Very Poor,0.0
1372,What is Kubernetes used for?,"Kubernetes is an open-source platform for automating the deployment, scaling, and management of containerized applications.",Excellent,4.0
1373,What is Kubernetes used for?,A tool to orchestrate and manage containers.,Good,3.0
1374,What is Kubernetes used for?,Manages container-based applications at scale.,Average,2.0
1375,What is Kubernetes used for?,Automates the scaling and deployment of containers.,Poor,1.0
1376,What is Kubernetes used for?,Helps in scaling and managing containers.,Very Poor,0.0
1377,What is Infrastructure as Code (IaC)?,IaC is the practice of managing and provisioning computing infrastructure through machine-readable configuration files.,Excellent,4.0
1378,What is Infrastructure as Code (IaC)?,Automates infrastructure setup using code.,Good,3.0
1379,What is Infrastructure as Code (IaC)?,A way to define and manage infrastructure programmatically.,Average,2.0
1380,What is Infrastructure as Code (IaC)?,Manages resources with configuration scripts.,Poor,1.0
1381,What is Infrastructure as Code (IaC)?,Uses code to control infrastructure setup and updates.,Very Poor,0.0
1382,What is a distributed system?,A distributed system is a collection of independent computers that appear to the user as a single coherent system.,Excellent,4.0
1383,What is a distributed system?,A group of computers working together as one system.,Good,3.0
1384,What is a distributed system?,Multiple computers collaborating to perform tasks.,Average,2.0
1385,What is a distributed system?,A network of computers appearing as one.,Poor,1.0
1386,What is a distributed system?,Independent machines working in unison.,Very Poor,0.0
1387,What is the difference between public and private keys in cryptography?,"A public key is used for encryption or verification, while a private key is used for decryption or signing in cryptographic systems.",Excellent,4.0
1388,What is the difference between public and private keys in cryptography?,Public keys encrypt; private keys decrypt.,Good,3.0
1389,What is the difference between public and private keys in cryptography?,"Public keys are shared, private keys are secret.",Average,2.0
1390,What is the difference between public and private keys in cryptography?,One is public for encryption; the other private for security.,Poor,1.0
1391,What is the difference between public and private keys in cryptography?,Used in encryption and decryption processes.,Very Poor,0.0
1392,What is a digital certificate?,A digital certificate is an electronic credential issued by a trusted authority to verify the identity of an entity and secure data exchanges.,Excellent,4.0
1393,What is a digital certificate?,Used to authenticate entities and secure communications.,Good,3.0
1394,What is a digital certificate?,Validates identities in online transactions.,Average,2.0
1395,What is a digital certificate?,Proves authenticity in digital communications.,Poor,1.0
1396,What is a digital certificate?,Provides trust in digital interactions.,Very Poor,0.0
1397,What is the difference between IPv4 and IPv6?,"IPv4 uses a 32-bit address format, while IPv6 uses a 128-bit address format to support more unique IP addresses.",Excellent,4.0
1398,What is the difference between IPv4 and IPv6?,IPv6 provides a larger address space than IPv4.,Good,3.0
1399,What is the difference between IPv4 and IPv6?,IPv4 is limited in address size; IPv6 offers more scalability.,Average,2.0
1400,What is the difference between IPv4 and IPv6?,IPv6 has a larger address range compared to IPv4.,Poor,1.0
1401,What is the difference between IPv4 and IPv6?,IPv6 solves the address exhaustion of IPv4.,Very Poor,0.0
1402,What is a DDoS attack?,"A DDoS (Distributed Denial of Service) attack floods a network or server with excessive traffic, disrupting services.",Excellent,4.0
1403,What is a DDoS attack?,Overwhelms servers with traffic to disrupt service.,Good,3.0
1404,What is a DDoS attack?,A cyber attack that makes services unavailable by overloading them.,Average,2.0
1405,What is a DDoS attack?,Excessive traffic is sent to make systems unresponsive.,Poor,1.0
1406,What is a DDoS attack?,"Floods servers with traffic, causing service disruption.",Very Poor,0.0
1407,What is the difference between a stack and a queue?,"A stack follows the LIFO (Last In, First Out) principle, while a queue follows the FIFO (First In, First Out) principle.",Excellent,4.0
1408,What is the difference between a stack and a queue?,"Stacks use LIFO, queues use FIFO.",Good,3.0
1409,What is the difference between a stack and a queue?,A stack processes the latest item first; a queue processes the earliest item first.,Average,2.0
1410,What is the difference between a stack and a queue?,Stacks and queues handle elements differently (LIFO vs. FIFO).,Poor,1.0
1411,What is the difference between a stack and a queue?,Order of element processing is reversed in stacks and queues.,Very Poor,0.0
1412,What is two-factor authentication (2FA)?,2FA is a security process that requires two different forms of identification to verify a user's identity.,Excellent,4.0
1413,What is two-factor authentication (2FA)?,Adds an extra layer of security by using two verification steps.,Good,3.0
1414,What is two-factor authentication (2FA)?,A security measure requiring two forms of authentication.,Average,2.0
1415,What is two-factor authentication (2FA)?,Verifies identity with two credentials.,Poor,1.0
1416,What is two-factor authentication (2FA)?,Enhances security by using dual verification methods.,Very Poor,0.0
1417,What is latency in networking?,Latency is the delay between a user's action and the response from the network or system.,Excellent,4.0
1418,What is latency in networking?,The time delay in data transmission over a network.,Good,3.0
1419,What is latency in networking?,The time it takes for a system to respond to a request.,Average,2.0
1420,What is latency in networking?,Delay in processing and transmitting data.,Poor,1.0
1421,What is latency in networking?,Network response delay in data exchange.,Very Poor,0.0
1422,What is a firewall?,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on security rules.,Excellent,4.0
1423,What is a firewall?,A device or software to secure networks by filtering traffic.,Good,3.0
1424,What is a firewall?,Monitors and filters network traffic for security purposes.,Average,2.0
1425,What is a firewall?,Blocks unauthorized access to a network.,Poor,1.0
1426,What is a firewall?,A barrier that secures a network by controlling traffic.,Very Poor,0.0
1427,What is UDP (User Datagram Protocol)?,"UDP is a connectionless protocol that sends data without guaranteeing delivery or order, typically used in time-sensitive applications.",Excellent,4.0
1428,What is UDP (User Datagram Protocol)?,A protocol that sends data packets without establishing a connection or ensuring reliability.,Good,3.0
1429,What is UDP (User Datagram Protocol)?,A protocol for sending data without error correction or acknowledgment.,Average,2.0
1430,What is UDP (User Datagram Protocol)?,"Used in applications where speed is more critical than accuracy, like streaming.",Poor,1.0
1431,What is UDP (User Datagram Protocol)?,"A faster, connectionless protocol used for real-time applications.",Very Poor,0.0
1432,What is a subnet mask?,A subnet mask is a 32-bit address used to divide an IP address into network and host portions.,Excellent,4.0
1433,What is a subnet mask?,Used to determine the network and host portions of an IP address.,Good,3.0
1434,What is a subnet mask?,A mask that helps identify the network segment in an IP address.,Average,2.0
1435,What is a subnet mask?,It distinguishes between the network and host addresses.,Poor,1.0
1436,What is a subnet mask?,A binary number that divides an IP address.,Very Poor,0.0
1437,What is the OSI model?,The OSI (Open Systems Interconnection) model is a conceptual framework that standardizes the functions of a communication system into seven layers.,Excellent,4.0
1438,What is the OSI model?,A model that defines seven layers of network communication.,Good,3.0
1439,What is the OSI model?,A standard that defines networking processes in seven layers.,Average,2.0
1440,What is the OSI model?,A framework for understanding network protocols and communication.,Poor,1.0
1441,What is the OSI model?,Divides networking into seven layers to guide communication and troubleshooting.,Very Poor,0.0
1442,What is a router?,"A router is a device that forwards data packets between computer networks, directing traffic on the internet.",Excellent,4.0
1443,What is a router?,A device that connects multiple networks and routes data between them.,Good,3.0
1444,What is a router?,Directs network traffic by forwarding data between devices on different networks.,Average,2.0
1445,What is a router?,A device that determines the best path for data to travel across networks.,Poor,1.0
1446,What is a router?,A network device that forwards data packets to their destination.,Very Poor,0.0
1447,What is DNS (Domain Name System)?,DNS is a system that translates human-readable domain names (like www.example.com) into IP addresses.,Excellent,4.0
1448,What is DNS (Domain Name System)?,Translates domain names into IP addresses for easier internet navigation.,Good,3.0
1449,What is DNS (Domain Name System)?,"A hierarchical naming system for computers, services, or any resource connected to the internet.",Average,2.0
1450,What is DNS (Domain Name System)?,A system that converts domain names into IP addresses for routing traffic.,Poor,1.0
1451,What is DNS (Domain Name System)?,Resolves domain names to IP addresses for internet services.,Very Poor,0.0
1452,What is a VPN (Virtual Private Network)?,A VPN is a service that encrypts your internet connection to provide privacy and security while browsing.,Excellent,4.0
1453,What is a VPN (Virtual Private Network)?,Provides a secure connection to a private network over the internet.,Good,3.0
1454,What is a VPN (Virtual Private Network)?,A method for creating a secure and encrypted connection to a network over the internet.,Average,2.0
1455,What is a VPN (Virtual Private Network)?,Protects your internet connection by encrypting data and hiding your IP address.,Poor,1.0
1456,What is a VPN (Virtual Private Network)?,"Creates a private, secure internet connection for online privacy.",Very Poor,0.0
1457,What is NAT (Network Address Translation)?,NAT is a technique used in networking to map an entire IP address space to another by modifying the header of IP packets.,Excellent,4.0
1458,What is NAT (Network Address Translation)?,Translates private IP addresses to public IP addresses for internet access.,Good,3.0
1459,What is NAT (Network Address Translation)?,A method for remapping an IP address space into another by modifying packet headers.,Average,2.0
1460,What is NAT (Network Address Translation)?,Used to assign a public IP address to a computer inside a private network.,Poor,1.0
1461,What is NAT (Network Address Translation)?,Translates IP addresses between private and public networks.,Very Poor,0.0
1462,What is a firewall?,A firewall is a security system that monitors and controls incoming and outgoing network traffic based on predetermined security rules.,Excellent,4.0
1463,What is a firewall?,A network security system that filters traffic based on security policies.,Good,3.0
1464,What is a firewall?,A device or software that prevents unauthorized access to or from a private network.,Average,2.0
1465,What is a firewall?,Blocks unwanted network traffic while allowing legitimate data through.,Poor,1.0
1466,What is a firewall?,A barrier that monitors and controls network traffic.,Very Poor,0.0
1467,What is TCP (Transmission Control Protocol)?,TCP is a connection-oriented protocol in the transport layer that ensures reliable data transmission between devices.,Excellent,4.0
1468,What is TCP (Transmission Control Protocol)?,A protocol that guarantees the delivery of data between computers in a network.,Good,3.0
1469,What is TCP (Transmission Control Protocol)?,Ensures data is sent and received accurately through a reliable connection.,Average,2.0
1470,What is TCP (Transmission Control Protocol)?,A protocol for managing the transmission of data between devices with error-checking mechanisms.,Poor,1.0
1471,What is TCP (Transmission Control Protocol)?,A connection-based protocol that ensures data is received in order.,Very Poor,0.0
1472,What is an IP address?,"An IP address is a unique identifier for a device on a network, allowing it to communicate with other devices.",Excellent,4.0
1473,What is an IP address?,A numerical label assigned to each device connected to a computer network.,Good,3.0
1474,What is an IP address?,A unique string of numbers used to identify a device on a network.,Average,2.0
1475,What is an IP address?,A system of numbers that identifies each device on a network.,Poor,1.0
1476,What is an IP address?,An identifier for devices on a network.,Very Poor,0.0
1477,What is DHCP (Dynamic Host Configuration Protocol)?,DHCP is a network management protocol used to automatically assign IP addresses to devices on a network.,Excellent,4.0
1478,What is DHCP (Dynamic Host Configuration Protocol)?,A protocol that dynamically assigns IP addresses to devices.,Good,3.0
1479,What is DHCP (Dynamic Host Configuration Protocol)?,Automatically assigns IP addresses to devices in a network.,Average,2.0
1480,What is DHCP (Dynamic Host Configuration Protocol)?,A protocol for dynamically distributing IP addresses to network devices.,Poor,1.0
1481,What is DHCP (Dynamic Host Configuration Protocol)?,Assigns IP addresses to devices automatically.,Very Poor,0.0
1482,What is ARP (Address Resolution Protocol)?,ARP is a protocol used to map a device's IP address to its physical MAC address on a local network.,Excellent,4.0
1483,What is ARP (Address Resolution Protocol)?,Resolves IP addresses to MAC addresses in a local network.,Good,3.0
1484,What is ARP (Address Resolution Protocol)?,A protocol that translates IP addresses to hardware MAC addresses in local networks.,Average,2.0
1485,What is ARP (Address Resolution Protocol)?,Maps network layer IP addresses to link layer MAC addresses.,Poor,1.0
1486,What is ARP (Address Resolution Protocol)?,Resolves IP addresses to MAC addresses in a local area network.,Very Poor,0.0
1487,What is the difference between a hub and a switch?,"A hub broadcasts data to all devices on a network, while a switch only sends data to the destination device.",Excellent,4.0
1488,What is the difference between a hub and a switch?,"Hubs broadcast data to every device, switches direct it only to the intended recipient.",Good,3.0
1489,What is the difference between a hub and a switch?,"Hubs send data to all connected devices, switches send data to specific devices.",Average,2.0
1490,What is the difference between a hub and a switch?,Switches are more efficient than hubs because they transmit data only to specific devices.,Poor,1.0
1491,What is the difference between a hub and a switch?,"A hub is less efficient than a switch, as it sends data to every device in the network.",Very Poor,0.0
1492,What is the purpose of a proxy server?,"A proxy server acts as an intermediary between a client and a server, often used for security, caching, or access control.",Excellent,4.0
1493,What is the purpose of a proxy server?,Used to hide the true client IP and provide caching for faster access.,Good,3.0
1494,What is the purpose of a proxy server?,Provides an additional layer of security by masking the client's identity.,Average,2.0
1495,What is the purpose of a proxy server?,Caches data to improve access speed and reduce server load.,Poor,1.0
1496,What is the purpose of a proxy server?,A server that mediates between users and services on the internet.,Very Poor,0.0
1497,What is the difference between IPv4 and IPv6?,"IPv4 uses a 32-bit address format, while IPv6 uses a 128-bit format, allowing more unique addresses.",Excellent,4.0
1498,What is the difference between IPv4 and IPv6?,"IPv4 has a smaller address space compared to IPv6, which has a much larger address space.",Good,3.0
1499,What is the difference between IPv4 and IPv6?,IPv6 allows more unique IP addresses compared to IPv4.,Average,2.0
1500,What is the difference between IPv4 and IPv6?,"IPv4 uses 32-bit addresses, while IPv6 uses 128-bit addresses.",Poor,1.0
1501,What is the difference between IPv4 and IPv6?,IPv6 provides a larger address space and better security features than IPv4.,Very Poor,0.0
1502,What is a MAC address?,A MAC (Media Access Control) address is a unique identifier assigned to a network interface for communications at the data link layer.,Excellent,4.0
1503,What is a MAC address?,A hardware address used to uniquely identify devices on a network.,Good,3.0
1504,What is a MAC address?,A unique identifier for network interfaces on devices.,Average,2.0
1505,What is a MAC address?,A 48-bit address assigned to network interfaces for device identification.,Poor,1.0
1506,What is a MAC address?,A unique address assigned to network devices for communication at the link layer.,Very Poor,0.0
1507,What is ICMP (Internet Control Message Protocol)?,ICMP is a network layer protocol used by network devices to diagnose network communication issues.,Excellent,4.0
1508,What is ICMP (Internet Control Message Protocol)?,Used for sending error messages and operational information in networking.,Good,3.0
1509,What is ICMP (Internet Control Message Protocol)?,A protocol used for error handling and diagnostics in networking.,Average,2.0
1510,What is ICMP (Internet Control Message Protocol)?,Helps identify network issues by sending error messages.,Poor,1.0
1511,What is ICMP (Internet Control Message Protocol)?,A protocol used for network error reporting and diagnosis.,Very Poor,0.0
1512,What is the purpose of NAT (Network Address Translation)?,NAT allows multiple devices on a local network to share a single public IP address to access the internet.,Excellent,4.0
1513,What is the purpose of NAT (Network Address Translation)?,"NAT translates private IP addresses into a public IP address, enabling internet access.",Good,3.0
1514,What is the purpose of NAT (Network Address Translation)?,Allows internal network devices to access the internet via a single public IP.,Average,2.0
1515,What is the purpose of NAT (Network Address Translation)?,Used to map private IP addresses to a public IP address for internet communication.,Poor,1.0
1516,What is the purpose of NAT (Network Address Translation)?,Translates private IPs into public IP addresses for internet use.,Very Poor,0.0
1517,What is the OSI model in networking?,"The OSI model is a conceptual framework that standardizes the functions of a network into seven layers: Physical, Data Link, Network, Transport, Session, Presentation, and Application.",Excellent,4.0
1518,What is the OSI model in networking?,A reference model that divides networking tasks into seven layers.,Good,3.0
1519,What is the OSI model in networking?,It is a conceptual model used to understand network interactions through seven layers.,Average,2.0
1520,What is the OSI model in networking?,A layered model to guide network protocol design and troubleshooting.,Poor,1.0
1521,What is the OSI model in networking?,The OSI model provides a framework for understanding how data travels across networks.,Very Poor,0.0
1522,What is a LAN (Local Area Network)?,"A LAN is a network that connects computers and devices within a limited geographic area, like a home or office.",Excellent,4.0
1523,What is a LAN (Local Area Network)?,"A network that connects devices within a small area, typically in a building or campus.",Good,3.0
1524,What is a LAN (Local Area Network)?,"A LAN connects devices within a close physical location, like a room or building.",Average,2.0
1525,What is a LAN (Local Area Network)?,"Used to connect devices within a specific local area, like homes or offices.",Poor,1.0
1526,What is a LAN (Local Area Network)?,"A network used for connecting devices within a small geographic area, like an office.",Very Poor,0.0
1527,What is the difference between a public and private IP address?,"A public IP address is assigned to a device for communication over the internet, while a private IP address is used within a local network.",Excellent,4.0
1528,What is the difference between a public and private IP address?,"Public IPs are used on the internet, and private IPs are used within internal networks for local communication.",Good,3.0
1529,What is the difference between a public and private IP address?,"Public IP addresses are globally unique, while private IP addresses are used within private networks.",Average,2.0
1530,What is the difference between a public and private IP address?,"Private IPs are not routable on the internet, but public IPs can communicate with devices worldwide.",Poor,1.0
1531,What is the difference between a public and private IP address?,"A public IP is used for internet communication, and a private IP is for internal network communication.",Very Poor,0.0
1532,What is the difference between a router and a switch?,"A router connects different networks, while a switch connects devices within the same network.",Excellent,4.0
1533,What is the difference between a router and a switch?,"A router routes traffic between networks, and a switch connects devices in the same network segment.",Good,3.0
1534,What is the difference between a router and a switch?,"Routers handle data transmission between different networks, while switches manage traffic within a local network.",Average,2.0
1535,What is the difference between a router and a switch?,"A router connects to different networks, and a switch manages the flow of data within a network.",Poor,1.0
1536,What is the difference between a router and a switch?,"A router routes data between networks, while a switch allows communication between devices in the same network.",Very Poor,0.0
1537,What is the purpose of a DNS server?,"A DNS server translates domain names into IP addresses, enabling users to access websites by human-readable names.",Excellent,4.0
1538,What is the purpose of a DNS server?,DNS servers resolve domain names to IP addresses so users can access websites using human-friendly names.,Good,3.0
1539,What is the purpose of a DNS server?,It translates web addresses (URLs) into IP addresses for internet navigation.,Average,2.0
1540,What is the purpose of a DNS server?,A DNS server helps find the IP address of a domain name for web browsing.,Poor,1.0
1541,What is the purpose of a DNS server?,It resolves domain names to numerical IP addresses for proper communication between devices.,Very Poor,0.0
1542,What is a VLAN (Virtual Local Area Network)?,"A VLAN is a logical grouping of network devices that are segmented into different broadcast domains, regardless of physical location.",Excellent,4.0
1543,What is a VLAN (Virtual Local Area Network)?,A VLAN partitions a physical network into several isolated virtual networks.,Good,3.0
1544,What is a VLAN (Virtual Local Area Network)?,It is used to create separate logical networks within the same physical infrastructure.,Average,2.0
1545,What is a VLAN (Virtual Local Area Network)?,A VLAN helps to organize and manage network traffic by separating devices into different virtual segments.,Poor,1.0
1546,What is a VLAN (Virtual Local Area Network)?,"It segments a network into smaller, isolated networks to improve security and traffic management.",Very Poor,0.0
1547,What is a default gateway in networking?,"A default gateway is a router or device that serves as an access point to other networks, often used to access the internet.",Excellent,4.0
1548,What is a default gateway in networking?,"It is the IP address of a device that routes traffic from a local network to other networks, such as the internet.",Good,3.0
1549,What is a default gateway in networking?,A default gateway forwards traffic from the local network to destinations outside the local subnet.,Average,2.0
1550,What is a default gateway in networking?,It acts as the exit point for data traveling from a local network to an external network.,Poor,1.0
1551,What is a default gateway in networking?,It’s the device that connects a local network to the internet or another network.,Very Poor,0.0
1552,What is the purpose of a network hub?,"A network hub is a basic networking device that connects multiple devices in a network, broadcasting data to all connected devices.",Excellent,4.0
1553,What is the purpose of a network hub?,"A hub forwards data to all devices on the network, regardless of which device requested it.",Good,3.0
1554,What is the purpose of a network hub?,"It is used to connect devices in a network and transmit data to all of them, not distinguishing the destination.",Average,2.0
1555,What is the purpose of a network hub?,A basic device to connect multiple computers within a network.,Poor,1.0
1556,What is the purpose of a network hub?,It sends network signals to all connected devices in a network.,Very Poor,0.0
1557,What is a network switch?,"A network switch is a device that connects devices within a network, forwarding data only to the device it is intended for.",Excellent,4.0
1558,What is a network switch?,It directs network traffic to specific devices on the network based on MAC addresses.,Good,3.0
1559,What is a network switch?,A switch forwards data packets to the correct destination device within a network.,Average,2.0
1560,What is a network switch?,It connects devices within a local network and filters data to the correct device.,Poor,1.0
1561,What is a network switch?,It is used to manage data flow within a local network.,Very Poor,0.0
1562,What is the function of a router in networking?,"A router forwards data packets between different networks, ensuring the correct path is taken for transmission.",Excellent,4.0
1563,What is the function of a router in networking?,Routers connect multiple networks and direct network traffic to its destination.,Good,3.0
1564,What is the function of a router in networking?,A router determines the best path for data packets to travel between networks.,Average,2.0
1565,What is the function of a router in networking?,"It routes data packets between different networks, such as local and wide area networks.",Poor,1.0
1566,What is the function of a router in networking?,,,
1567,What is TCP/IP?,TCP/IP (Transmission Control Protocol/Internet Protocol) is a suite of communication protocols used to connect devices on the internet.,Excellent,4.0
1568,What is TCP/IP?,TCP/IP is a set of protocols that allow communication between computers over a network.,Good,3.0
1569,What is TCP/IP?,A suite of protocols that enable devices to communicate over the internet and other networks.,Average,2.0
1570,What is TCP/IP?,"TCP/IP is the foundation for networking on the internet, allowing data transmission between devices.",Poor,1.0
1571,What is TCP/IP?,"A standard protocol for internet communication, consisting of TCP and IP.",Very Poor,0.0
1572,What is the difference between TCP and UDP?,"TCP (Transmission Control Protocol) is connection-oriented, ensuring reliable data transfer, while UDP (User Datagram Protocol) is connectionless and faster but less reliable.",Excellent,4.0
1573,What is the difference between TCP and UDP?,"TCP provides reliable delivery of data, while UDP sacrifices reliability for faster performance.",Good,3.0
1574,What is the difference between TCP and UDP?,"TCP is a reliable, connection-oriented protocol; UDP is faster but less reliable.",Average,2.0
1575,What is the difference between TCP and UDP?,"TCP ensures data arrives intact, while UDP is quicker but doesn't guarantee data delivery.",Poor,1.0
1576,What is the difference between TCP and UDP?,"TCP guarantees reliable delivery, while UDP prioritizes speed over reliability.",Very Poor,0.0
1577,What is port forwarding?,Port forwarding is a technique used to allow external devices to access services on a local network by forwarding network traffic to a specific device.,Excellent,4.0
1578,What is port forwarding?,Port forwarding maps a port on a router or firewall to a specific device within a local network.,Good,3.0
1579,What is port forwarding?,A process that allows traffic to pass from an external network to a device on an internal network.,Average,2.0
1580,What is port forwarding?,Port forwarding enables access to devices within a private network from outside networks.,Poor,1.0
1581,What is port forwarding?,It directs network traffic from one port to another on the internal network.,Very Poor,0.0
1582,What is the purpose of a subnet mask in networking?,"A subnet mask divides an IP address into network and host portions, helping identify subnets in a network.",Excellent,4.0
1583,What is the purpose of a subnet mask in networking?,It helps in identifying which part of an IP address is the network address and which is the host address.,Good,3.0
1584,What is the purpose of a subnet mask in networking?,A subnet mask defines the size of the network and host portions of an IP address.,Average,2.0
1585,What is the purpose of a subnet mask in networking?,It enables the division of a network into smaller subnets.,Poor,1.0
1586,What is the purpose of a subnet mask in networking?,A subnet mask determines the network’s range by separating network and host bits.,Very Poor,0.0
1587,What is linear regression?,Linear regression is a supervised machine learning algorithm used for predicting a continuous target variable by fitting a linear relationship between the input features and the output.,Excellent,4.0
1588,What is linear regression?,A regression model that assumes a linear relationship between independent variables and a dependent variable.,Good,3.0
1589,What is linear regression?,Linear regression models the relationship between input variables and a continuous output using a straight line.,Average,2.0
1590,What is linear regression?,It’s used to predict a continuous variable based on the relationship with one or more independent variables.,Poor,1.0
1591,What is linear regression?,Linear regression helps predict values based on linear relationships between variables.,Very Poor,0.0
1592,What is multiple regression?,Multiple regression is an extension of linear regression where two or more independent variables are used to predict a single dependent variable.,Excellent,4.0
1593,What is multiple regression?,It is used when there are multiple independent variables influencing a dependent variable.,Good,3.0
1594,What is multiple regression?,A regression model that uses several independent variables to predict one dependent variable.,Average,2.0
1595,What is multiple regression?,Multiple regression analyzes the relationship between more than one independent variable and a dependent variable.,Poor,1.0
1596,What is multiple regression?,It is used to model complex relationships between multiple predictors and the target variable.,Very Poor,0.0
1597,What is logistic regression?,"Logistic regression is a type of regression used for binary classification tasks, predicting the probability of one of two outcomes.",Excellent,4.0
1598,What is logistic regression?,A classification algorithm used to model the probability of a binary outcome.,Good,3.0
1599,What is logistic regression?,It’s a regression method used to model binary outcomes using the logistic function.,Average,2.0
1600,What is logistic regression?,"Logistic regression is used when the output variable is binary (yes/no, 0/1).",Poor,1.0
1601,What is logistic regression?,"A type of regression used for classification, particularly for predicting binary outcomes.",Very Poor,0.0
1602,What is ridge regression?,Ridge regression is a type of linear regression that includes a penalty term to prevent overfitting by shrinking the coefficients of the features.,Excellent,4.0
1603,What is ridge regression?,A regularization technique used to reduce the complexity of the model and avoid overfitting.,Good,3.0
1604,What is ridge regression?,It’s a method to prevent overfitting by adding a penalty to the loss function.,Average,2.0
1605,What is ridge regression?,A regression technique that regularizes linear regression by adding a penalty to the size of the coefficients.,Poor,1.0
1606,What is ridge regression?,Ridge regression helps to address multicollinearity by penalizing large coefficients.,Very Poor,0.0
1607,What is Lasso regression?,Lasso (Least Absolute Shrinkage and Selection Operator) regression is a method that performs both variable selection and regularization to improve prediction accuracy and interpretability.,Excellent,4.0
1608,What is Lasso regression?,A regression technique that performs variable selection by shrinking coefficients towards zero.,Good,3.0
1609,What is Lasso regression?,"It’s similar to ridge regression but uses L1 regularization to create sparse solutions, forcing some coefficients to be zero.",Average,2.0
1610,What is Lasso regression?,Lasso regression eliminates less important features by shrinking their coefficients to zero.,Poor,1.0
1611,What is Lasso regression?,"A regularization technique used to create a simpler, more interpretable model by shrinking coefficients.",Very Poor,0.0
1612,What is the difference between Ridge and Lasso regression?,The primary difference is that Ridge regression uses L2 regularization (penalizes the square of the coefficients) while Lasso uses L1 regularization (penalizes the absolute value of coefficients).,Excellent,4.0
1613,What is the difference between Ridge and Lasso regression?,"Ridge uses L2 penalty while Lasso uses L1 penalty, with Lasso also performing feature selection.",Good,3.0
1614,What is the difference between Ridge and Lasso regression?,"Ridge shrinks coefficients to prevent overfitting, while Lasso can eliminate irrelevant features by setting coefficients to zero.",Average,2.0
1615,What is the difference between Ridge and Lasso regression?,"Ridge regression is good for small data with multicollinearity, while Lasso can simplify models by excluding features.",Poor,1.0
1616,What is the difference between Ridge and Lasso regression?,"Ridge penalizes large coefficients, while Lasso can shrink coefficients to zero, performing feature selection.",Very Poor,0.0
1617,What is polynomial regression?,Polynomial regression is a form of linear regression where the relationship between the independent variable and the dependent variable is modeled as an nth degree polynomial.,Excellent,4.0
1618,What is polynomial regression?,It extends linear regression by adding higher-degree terms to the model to capture non-linear relationships.,Good,3.0
1619,What is polynomial regression?,Polynomial regression fits a curve to the data rather than a straight line to model complex relationships.,Average,2.0
1620,What is polynomial regression?,A type of regression that uses polynomial equations to model the data.,Poor,1.0
1621,What is polynomial regression?,Polynomial regression is useful when data shows a non-linear trend that can't be captured by linear regression.,Very Poor,0.0
1622,What is a regression coefficient?,A regression coefficient represents the relationship between an independent variable and the dependent variable in a regression model.,Excellent,4.0
1623,What is a regression coefficient?,It indicates the strength and direction of the relationship between a predictor and the outcome.,Good,3.0
1624,What is a regression coefficient?,It is a value that quantifies the change in the dependent variable based on a one-unit change in the independent variable.,Average,2.0
1625,What is a regression coefficient?,The coefficient in a regression equation represents how much the dependent variable changes when the independent variable changes by one unit.,Poor,1.0
1626,What is a regression coefficient?,It describes the effect of an independent variable on the dependent variable in a regression model.,Very Poor,0.0
1627,What is R-squared in regression?,R-squared (R²) is a statistical measure that indicates the proportion of the variance in the dependent variable that is predictable from the independent variables.,Excellent,4.0
1628,What is R-squared in regression?,R-squared measures how well the regression model fits the data.,Good,3.0
1629,What is R-squared in regression?,It represents the proportion of the variance explained by the regression model.,Average,2.0
1630,What is R-squared in regression?,R-squared is a metric that shows how well the independent variables explain the variance in the dependent variable.,Poor,1.0
1631,What is R-squared in regression?,R-squared is the square of the correlation coefficient and tells us how well the model fits the data.,Very Poor,0.0
1632,What is adjusted R-squared in regression?,"Adjusted R-squared is a modified version of R-squared that adjusts for the number of predictors in the model, providing a more accurate measure of goodness of fit.",Excellent,4.0
1633,What is adjusted R-squared in regression?,"It modifies R-squared by penalizing the inclusion of irrelevant predictors, making it more reliable for multiple regression models.",Good,3.0
1634,What is adjusted R-squared in regression?,Adjusted R-squared accounts for the number of predictors and only increases if a new predictor improves the model.,Average,2.0
1635,What is adjusted R-squared in regression?,A version of R-squared that compensates for the inclusion of extra variables in a regression model.,Poor,1.0
1636,What is adjusted R-squared in regression?,"Adjusted R-squared adjusts R-squared to account for the number of predictors, avoiding overfitting.",Very Poor,0.0
1637,What is the difference between L1 and L2 regularization?,"L1 regularization (Lasso) adds a penalty equal to the absolute value of the coefficients, whereas L2 regularization (Ridge) adds a penalty equal to the square of the coefficients.",Excellent,4.0
1638,What is the difference between L1 and L2 regularization?,"L1 regularization can result in sparse models by driving coefficients to zero, while L2 regularization does not.",Good,3.0
1639,What is the difference between L1 and L2 regularization?,L1 and L2 are two types of regularization techniques used to reduce overfitting in machine learning models.,Average,2.0
1640,What is the difference between L1 and L2 regularization?,"L1 regularization promotes sparsity, while L2 regularization discourages large weights.",Poor,1.0
